network,model,reference,sigma_km,block_days,metric,change,ci_low,ci_high,p_smoothing_improves
inmet_hourly,graphcast_era5,era5,50.0,3,centred_rmse,0.16845577882879514,0.1631208069400637,0.17359766255122525,0.0
inmet_hourly,graphcast_era5,era5,100.0,3,centred_rmse,0.4126320141020983,0.40263610798440885,0.4221762128414994,0.0
inmet_hourly,graphcast_era5,era5,12.5,5,centred_rmse,0.00039291397538295837,0.00024499520425551037,0.0005396705401750799,0.0
inmet_hourly,graphcast_era5,era5,25.0,5,centred_rmse,0.030698683924199652,0.029114290559592186,0.032234747554468736,0.0
inmet_hourly,graphcast_era5,era5,50.0,5,centred_rmse,0.16848155603999865,0.16277663465786385,0.17415225754271565,0.0
inmet_hourly,graphcast_era5,era5,100.0,5,centred_rmse,0.4126587800550136,0.40185716720901354,0.423138695978676,0.0
inmet_hourly,graphcast_era5,era5,12.5,7,centred_rmse,0.000390811820761359,0.00022011331357337516,0.0005674965974585943,0.0
inmet_hourly,graphcast_era5,era5,25.0,7,centred_rmse,0.030679129616193804,0.028854824715658367,0.032534050104845606,0.0
inmet_hourly,graphcast_era5,era5,50.0,7,centred_rmse,0.1684124005320021,0.162140042031932,0.17485920920163636,0.0
inmet_hourly,graphcast_era5,era5,100.0,7,centred_rmse,0.4125846283854965,0.4013569488031923,0.4237257371513348,0.0
inmet_hourly,graphcast_era5,era5,12.5,1,mae,0.001370393222818151,0.00124102129266358,0.0015075644873879606,0.0
inmet_hourly,graphcast_era5,era5,25.0,1,mae,0.031998651151742656,0.030963880366527616,0.03301671349410785,0.0
inmet_hourly,graphcast_era5,era5,50.0,1,mae,0.1462344244343775,0.14339879626874755,0.14906821390133984,0.0
inmet_hourly,graphcast_era5,era5,100.0,1,mae,0.3431199643418013,0.33778442225648336,0.3485647478755453,0.0
inmet_hourly,graphcast_era5,era5,12.5,3,mae,0.0013699411221693445,0.0012239932334921128,0.001516133640588485,0.0
inmet_hourly,graphcast_era5,era5,25.0,3,mae,0.03199210833871387,0.03069204455335026,0.03325508771600787,0.0
inmet_hourly,graphcast_era5,era5,50.0,3,mae,0.14617955510989464,0.14248635641764676,0.1498706043674208,0.0
inmet_hourly,graphcast_era5,era5,100.0,3,mae,0.3430177720781668,0.33633522613023004,0.34941761927641574,0.0
inmet_hourly,graphcast_era5,era5,12.5,5,mae,0.001371061445413808,0.0012236523894423174,0.0015130713327290628,0.0
inmet_hourly,graphcast_era5,era5,25.0,5,mae,0.03198013312623466,0.03062705887291819,0.03334981437960017,0.0
inmet_hourly,graphcast_era5,era5,50.0,5,mae,0.14618051535479354,0.14211367036977016,0.1502813527576917,0.0
